case_id,activity,resource,timestamp
Case 2557,resolve ticket,Value 2,2011-05-09 13:16:30
Case 2557,closed,Value 5,2011-06-22 13:11:10
Case 2558,assign seriousness,Value 1,2012-11-14 11:30:37
Case 2558,take in charge ticket,Value 2,2012-11-14 11:45:07
Case 2558,wait,Value 2,2012-11-27 13:46:22
Case 2558,resolve ticket,Value 2,2012-12-03 16:06:30
Case 2558,closed,Value 3,2012-12-18 16:06:47
Case 2559,assign seriousness,Value 2,2010-02-19 10:40:25
Case 2559,assign seriousness,Value 2,2010-02-19 10:40:36
Case 2559,take in charge ticket,Value 2,2010-02-23 13:33:27
Case 2559,resolve ticket,Value 2,2010-02-23 13:33:32
Case 2559,closed,Value 5,2010-04-08 09:52:24
Case 256,assign seriousness,Value 13,2011-01-11 16:41:38
Case 256,take in charge ticket,Value 13,2011-01-27 10:59:56
Case 256,resolve ticket,Value 13,2011-01-27 11:00:26
Case 256,closed,Value 5,2011-02-11 11:00:42
Case 2560,assign seriousness,Value 11,2010-08-05 10:35:47
Case 2560,take in charge ticket,Value 11,2010-08-09 12:14:04
Case 2560,wait,Value 11,2010-08-09 12:14:12
Case 2560,take in charge ticket,Value 12,2010-09-01 15:25:42
Case 2560,resolve ticket,Value 12,2010-09-01 15:25:49
Case 2560,resolve ticket,Value 12,2010-09-01 15:25:50
Case 2560,closed,Value 5,2010-09-16 15:26:11
Case 2561,assign seriousness,Value 6,2010-08-17 09:30:17
Case 2561,take in charge ticket,Value 6,2010-08-18 09:57:56
Case 2561,resolve ticket,Value 6,2010-08-18 10:05:02
Case 2561,closed,Value 5,2010-10-02 09:41:10
Case 2562,insert ticket,Value 15,2010-05-27 15:37:37
Case 2562,assign seriousness,Value 15,2010-05-28 09:00:17
Case 2562,assign seriousness,Value 2,2010-05-28 16:02:49
Case 2562,take in charge ticket,Value 2,2010-05-28 16:03:05
Case 2562,resolve ticket,Value 2,2010-06-01 10:03:43
Case 2562,closed,Value 5,2010-07-07 15:40:18
Case 2563,assign seriousness,Value 2,2010-11-16 14:32:05
Case 2563,take in charge ticket,Value 2,2010-11-17 16:15:55
Case 2563,resolve ticket,Value 2,2010-11-17 16:17:08
Case 2563,closed,Value 5,2010-12-30 14:40:27
Case 2564,assign seriousness,Value 7,2010-09-03 08:07:04
Case 2564,take in charge ticket,Value 7,2010-09-03 08:18:02
Case 2564,resolve ticket,Value 7,2010-09-03 08:19:45
Case 2564,closed,Value 5,2010-10-21 08:11:14
Case 2565,assign seriousness,Value 2,2010-10-20 15:52:43
Case 2565,take in charge ticket,Value 9,2010-10-21 13:23:26
Case 2565,resolve ticket,Value 9,2010-10-22 10:23:07
Case 2565,closed,Value 5,2010-11-23 17:00:31
Case 2566,assign seriousness,Value 13,2012-03-26 10:38:38
Case 2566,take in charge ticket,Value 13,2012-03-26 10:38:54
Case 2566,resolve ticket,Value 13,2012-03-27 08:01:34
Case 2566,closed,Value 5,2012-04-26 10:40:17
Case 2567,assign seriousness,Value 8,2011-04-19 09:33:26
Case 2567,take in charge ticket,Value 8,2011-04-19 09:33:51
Case 2567,wait,Value 13,2011-04-22 13:48:02
Case 2567,take in charge ticket,Value 13,2011-05-06 08:59:27
Case 2567,resolve ticket,Value 13,2011-05-06 08:59:39
Case 2567,take in charge ticket,Value 13,2011-05-11 13:56:20
Case 2567,resolve ticket,Value 13,2011-05-11 14:58:30
Case 2567,closed,Value 5,2011-06-02 14:50:27
Case 2568,assign seriousness,Value 9,2012-02-08 08:53:51
Case 2568,take in charge ticket,Value 9,2012-02-08 08:54:11
Case 2568,resolve ticket,Value 9,2012-02-08 08:54:25
Case 2568,closed,Value 5,2012-03-11 09:00:40
Case 2569,assign seriousness,Value 1,2013-08-21 08:32:06
Case 2569,take in charge ticket,Value 2,2013-09-04 10:23:50
Case 2569,wait,Value 14,2013-09-04 10:33:24
Case 2569,resolve ticket,Value 14,2013-09-10 10:27:31
Case 2569,closed,Value 3,2013-09-25 10:27:46
Case 257,assign seriousness,Value 8,2011-01-28 11:42:47
Case 257,take in charge ticket,Value 8,2011-02-09 13:50:46
Case 257,resolve ticket,Value 8,2011-02-09 13:50:56
Case 257,closed,Value 5,2011-03-13 11:50:25
Case 2570,assign seriousness,Value 2,2010-03-25 11:44:07
Case 2570,take in charge ticket,Value 2,2010-03-25 11:44:16
Case 2570,resolve ticket,Value 2,2010-03-26 10:23:36
Case 2570,closed,Value 5,2010-05-08 10:50:25
Case 2571,assign seriousness,Value 4,2013-04-15 12:47:52
Case 2571,take in charge ticket,Value 9,2013-04-29 12:42:14
Case 2571,wait,Value 9,2013-04-29 14:30:25
Case 2571,resolve ticket,Value 9,2013-05-08 07:42:42
Case 2571,closed,Value 3,2013-05-23 07:42:59
Case 2572,assign seriousness,Value 2,2012-05-31 08:32:54
Case 2572,take in charge ticket,Value 2,2012-05-31 08:34:52
Case 2572,create sw anomaly,Value 2,2012-05-31 09:25:24
Case 2572,take in charge ticket,Value 2,2012-06-01 12:48:13
Case 2572,wait,Value 2,2012-06-18 13:39:15
Case 2572,resolve ticket,Value 2,2012-07-12 08:53:02
Case 2572,closed,Value 5,2012-07-27 08:53:17
Case 2573,assign seriousness,Value 1,2012-06-07 07:13:11
Case 2573,take in charge ticket,Value 6,2012-06-07 13:27:14
Case 2573,resolve ticket,Value 17,2012-06-07 13:35:21
Case 2573,closed,Value 5,2012-07-21 07:20:57
Case 2574,assign seriousness,Value 8,2011-06-30 07:40:13
Case 2574,assign seriousness,Value 8,2011-06-30 07:52:02
Case 2574,take in charge ticket,Value 13,2011-07-01 08:35:26
Case 2574,resolve ticket,Value 13,2011-07-04 13:44:35
Case 2574,closed,Value 5,2011-08-07 07:50:55
Case 2575,assign seriousness,Value 1,2012-07-23 08:21:01
Case 2575,take in charge ticket,Value 10,2012-07-27 10:49:30
Case 2575,wait,Value 10,2012-08-03 16:21:17
Case 2575,resolve ticket,Value 10,2012-08-06 09:39:32
Case 2575,closed,Value 5,2012-09-07 12:10:30
Case 2576,assign seriousness,Value 1,2012-04-16 07:01:55
Case 2576,take in charge ticket,Value 6,2012-04-16 07:09:01
Case 2576,wait,Value 16,2012-04-26 15:59:05
Case 2576,resolve ticket,Value 16,2012-05-15 08:33:28
Case 2576,closed,Value 5,2012-05-30 08:33:35
Case 2577,assign seriousness,Value 1,2013-02-26 11:18:21
Case 2577,take in charge ticket,Value 2,2013-03-26 15:04:30
Case 2577,resolve ticket,Value 9,2013-04-10 13:02:36
Case 2577,closed,Value 3,2013-04-25 13:02:49
Case 2578,assign seriousness,Value 9,2010-07-26 14:05:38
Case 2578,assign seriousness,Value 2,2010-07-29 13:07:07
Case 2578,take in charge ticket,Value 21,2010-08-06 12:18:34
Case 2578,resolve ticket,Value 12,2010-08-10 12:31:55
Case 2578,closed,Value 5,2010-09-10 14:10:51
Case 2579,assign seriousness,Value 1,2012-06-28 09:55:57
Case 2579,resolve ticket,Value 1,2012-06-28 10:50:50
Case 2579,closed,Value 5,2012-08-11 10:00:20
Case 258,assign seriousness,Value 9,2010-12-02 09:21:12
Case 258,take in charge ticket,Value 9,2010-12-02 10:16:17
Case 258,wait,Value 9,2010-12-02 10:16:35
Case 258,take in charge ticket,Value 2,2010-12-06 16:45:40
Case 258,resolve ticket,Value 2,2010-12-06 16:45:48
Case 258,closed,Value 5,2011-01-14 16:00:39
Case 2580,assign seriousness,Value 1,2012-01-16 14:41:48
Case 2580,take in charge ticket,Value 6,2012-01-16 14:56:25
Case 2580,resolve ticket,Value 6,2012-01-16 15:11:13
Case 2580,closed,Value 5,2012-03-15 14:50:37
Case 2581,assign seriousness,Value 14,2013-06-17 08:20:23
Case 2581,assign seriousness,Value 14,2013-06-17 08:33:36
Case 2581,take in charge ticket,Value 14,2013-06-21 09:56:36
Case 2581,wait,Value 14,2013-06-21 09:57:40
Case 2581,resolve ticket,Value 14,2013-07-23 07:24:37
Case 2581,closed,Value 3,2013-08-07 07:24:55
Case 2582,assign seriousness,Value 9,2012-06-20 15:53:32
Case 2582,take in charge ticket,Value 9,2012-06-20 15:54:15
Case 2582,resolve ticket,Value 9,2012-06-21 13:26:52
Case 2582,closed,Value 5,2012-08-03 16:00:36
Case 2583,assign seriousness,Value 2,2010-11-25 15:04:12
Case 2583,assign seriousness,Value 2,2010-11-26 17:00:38
Case 2583,take in charge ticket,Value 12,2010-11-29 08:26:25
Case 2583,wait,Value 12,2010-11-29 08:39:26
Case 2583,take in charge ticket,Value 12,2010-12-23 09:44:06
Case 2583,resolve ticket,Value 12,2010-12-23 09:44:20
Case 2583,closed,Value 5,2011-01-08 16:20:28
Case 2584,assign seriousness,Value 13,2012-05-07 13:00:47
Case 2584,take in charge ticket,Value 1,2012-05-15 13:09:11
Case 2584,wait,Value 1,2012-05-15 15:23:31
Case 2584,take in charge ticket,Value 1,2012-05-17 07:21:32
Case 2584,resolve ticket,Value 1,2012-05-18 14:28:04
Case 2584,closed,Value 5,2012-06-17 14:28:26
Case 2585,assign seriousness,Value 18,2013-11-25 10:53:50
Case 2585,take in charge ticket,Value 2,2013-11-25 11:14:39
Case 2585,wait,Value 1,2013-11-25 15:12:40
Case 2585,resolve ticket,Value 1,2013-12-19 13:19:27
Case 2585,closed,Value 3,2014-01-03 13:19:48
Case 2586,assign seriousness,Value 1,2012-06-12 14:27:54
Case 2586,take in charge ticket,Value 2,2012-06-13 13:10:12
Case 2586,resolve ticket,Value 2,2012-06-13 13:16:21
Case 2586,closed,Value 5,2012-07-13 14:31:15
Case 2587,assign seriousness,Value 8,2011-03-31 07:32:27
Case 2587,take in charge ticket,Value 8,2011-03-31 07:32:49
Case 2587,resolve ticket,Value 8,2011-03-31 07:33:07
Case 2587,closed,Value 5,2011-05-04 07:40:50
Case 2588,assign seriousness,Value 8,2011-05-12 08:39:52
Case 2588,take in charge ticket,Value 8,2011-05-12 08:42:48
Case 2588,resolve ticket,Value 13,2011-05-12 15:21:52
Case 2588,closed,Value 5,2011-06-14 08:40:27
Case 2589,assign seriousness,Value 8,2011-02-03 12:00:23
Case 2589,take in charge ticket,Value 8,2011-02-15 13:16:00
Case 2589,wait,Value 9,2011-02-21 08:35:05
Case 2589,take in charge ticket,Value 9,2011-02-21 10:35:14
Case 2589,resolve ticket,Value 9,2011-02-21 10:35:27
Case 2589,closed,Value 5,2011-03-08 10:35:40
Case 259,assign seriousness,Value 2,2010-03-23 08:10:15
Case 259,assign seriousness,Value 10,2010-03-24 08:39:07
Case 259,take in charge ticket,Value 10,2010-03-24 08:39:20
Case 259,resolve ticket,Value 10,2010-05-06 07:36:35
Case 259,closed,Value 5,2010-05-21 07:36:57
Case 2590,insert ticket,Value 15,2010-06-11 08:49:09
Case 2590,assign seriousness,Value 15,2010-06-11 08:51:44
Case 2590,take in charge ticket,Value 15,2010-06-11 12:16:35
Case 2590,resolve ticket,Value 15,2010-06-11 12:17:01
Case 2590,closed,Value 5,2010-07-29 08:50:25
Case 2591,assign seriousness,Value 1,2013-02-12 16:42:07
Case 2591,take in charge ticket,Value 1,2013-02-27 15:08:44
Case 2591,wait,Value 1,2013-02-28 15:32:22
Case 2591,resolve ticket,Value 1,2013-03-04 11:39:01
Case 2591,closed,Value 3,2013-03-19 11:39:19
Case 2592,assign seriousness,Value 13,2012-07-26 15:31:51
Case 2592,take in charge ticket,Value 13,2012-07-26 15:32:02
Case 2592,resolve ticket,Value 13,2012-07-27 10:22:35
Case 2592,closed,Value 5,2012-09-02 15:40:58
Case 2593,assign seriousness,Value 1,2013-03-29 16:32:54
Case 2593,require upgrade,Value 1,2013-04-16 15:33:10
Case 2593,resolve ticket,Value 1,2013-04-16 15:44:17
Case 2593,closed,Value 3,2013-05-01 15:44:36
Case 2594,assign seriousness,Value 8,2011-06-28 12:43:51
Case 2594,assign seriousness,Value 8,2011-06-28 12:44:06
Case 2594,take in charge ticket,Value 16,2011-06-29 08:16:26
Case 2594,resolve ticket,Value 16,2011-06-29 09:12:15
Case 2594,closed,Value 5,2011-08-26 12:50:22
Case 2595,assign seriousness,Value 4,2012-03-20 11:11:45
Case 2595,take in charge ticket,Value 13,2012-03-20 11:45:42
Case 2595,resolve ticket,Value 13,2012-03-21 11:55:14
Case 2595,closed,Value 5,2012-05-12 10:21:21
Case 2596,assign seriousness,Value 1,2013-04-03 08:14:54
Case 2596,take in charge ticket,Value 9,2013-04-08 07:11:41
Case 2596,wait,Value 9,2013-04-08 08:14:18
Case 2596,resolve ticket,Value 9,2013-05-15 13:48:26
Case 2596,closed,Value 3,2013-05-30 13:48:40
Case 2597,assign seriousness,Value 8,2011-04-19 14:21:57
Case 2597,wait,Value 8,2011-04-19 14:22:13
Case 2597,take in charge ticket,Value 8,2011-04-20 08:53:31
Case 2597,resolve ticket,Value 8,2011-04-20 08:53:41
Case 2597,resolve ticket,Value 2,2011-04-20 14:24:20
Case 2597,closed,Value 5,2011-06-05 09:00:42
Case 2598,assign seriousness,Value 4,2013-03-18 08:40:51
Case 2598,take in charge ticket,Value 2,2013-04-22 09:59:00
Case 2598,resolve ticket,Value 9,2013-04-22 09:59:36
Case 2598,closed,Value 3,2013-05-07 09:59:54
Case 2599,assign seriousness,Value 13,2013-01-21 09:25:12
Case 2599,take in charge ticket,Value 2,2013-02-07 16:27:18
Case 2599,wait,Value 9,2013-02-18 08:07:24
Case 2599,resolve ticket,Value 9,2013-02-18 10:42:13
Case 2599,closed,Value 3,2013-03-05 10:42:29
Case 26,assign seriousness,Value 2,2011-03-31 07:28:47
Case 26,take in charge ticket,Value 2,2011-03-31 07:31:59
Case 26,wait,Value 2,2011-03-31 08:39:41
Case 26,take in charge ticket,Value 2,2011-03-31 11:00:28
Case 26,resolve ticket,Value 2,2011-03-31 11:00:41
Case 26,closed,Value 5,2011-05-05 09:50:46
Case 260,assign seriousness,Value 14,2010-10-18 13:15:06
Case 260,assign seriousness,Value 14,2010-10-18 13:29:40
Case 260,take in charge ticket,Value 14,2010-10-19 10:17:06
Case 260,resolve ticket,Value 14,2010-11-15 13:47:26
Case 260,closed,Value 5,2010-11-30 13:47:45
Case 2600,assign seriousness,Value 13,2012-05-07 09:03:54
Case 2600,take in charge ticket,Value 13,2012-05-07 09:04:02
Case 2600,resolve ticket,Value 13,2012-05-09 14:02:24
Case 2600,closed,Value 5,2012-06-22 09:10:32
Case 2601,assign seriousness,Value 1,2011-09-28 14:22:51
Case 2601,take in charge ticket,Value 13,2011-09-28 14:40:13
Case 2601,resolve ticket,Value 13,2011-09-28 15:03:50
Case 2601,closed,Value 5,2011-11-17 15:32:06
Case 2602,assign seriousness,Value 1,2012-01-31 15:04:47
Case 2602,take in charge ticket,Value 1,2012-01-31 15:04:57
Case 2602,resolve ticket,Value 9,2012-01-31 17:01:00
Case 2602,closed,Value 5,2012-03-02 15:10:36
Case 2603,assign seriousness,Value 13,2012-09-20 10:32:58
Case 2603,take in charge ticket,Value 16,2012-10-02 09:25:49
Case 2603,resolve ticket,Value 16,2012-10-08 08:52:13
Case 2603,closed,Value 3,2012-10-23 08:52:36
Case 2604,assign seriousness,Value 4,2011-12-09 14:06:25
Case 2604,take in charge ticket,Value 1,2011-12-27 08:16:34
Case 2604,resolve ticket,Value 1,2011-12-27 10:13:09
Case 2604,closed,Value 5,2012-01-11 14:10:34
Case 2605,assign seriousness,Value 2,2010-07-02 11:01:32
Case 2605,wait,Value 6,2010-07-05 16:25:56
Case 2605,take in charge ticket,Value 6,2010-08-05 07:41:03
Case 2605,resolve ticket,Value 6,2010-08-05 07:41:11
Case 2605,closed,Value 5,2010-08-20 07:41:29
Case 2606,assign seriousness,Value 1,2012-03-15 16:00:08
Case 2606,take in charge ticket,Value 6,2012-03-20 11:39:31
Case 2606,wait,Value 16,2012-03-22 12:19:24
Case 2606,resolve ticket,Value 12,2012-04-06 10:29:16
Case 2606,closed,Value 5,2012-04-21 10:29:33
Case 2607,assign seriousness,Value 2,2012-08-21 08:46:41
Case 2607,take in charge ticket,Value 2,2012-08-28 13:09:20
Case 2607,resolve ticket,Value 2,2012-09-27 07:48:18
Case 2607,closed,Value 3,2012-10-12 07:48:28
Case 2608,assign seriousness,Value 1,2011-09-20 12:15:42
Case 2608,take in charge ticket,Value 2,2011-09-20 16:01:59
Case 2608,resolve ticket,Value 2,2011-09-22 15:58:15
Case 2608,closed,Value 5,2011-10-21 12:20:36
Case 2609,assign seriousness,Value 4,2012-08-08 13:57:31
Case 2609,take in charge ticket,Value 4,2012-08-16 07:12:00
Case 2609,wait,Value 4,2012-08-16 09:12:32
Case 2609,resolve ticket,Value 4,2012-08-27 10:14:13
Case 2609,closed,Value 3,2012-09-11 10:14:23
Case 261,assign seriousness,Value 4,2012-07-30 10:55:26
Case 261,take in charge ticket,Value 4,2012-07-30 10:55:48
Case 261,resolve ticket,Value 4,2012-07-30 13:14:37
Case 261,closed,Value 5,2012-09-01 08:14:21
Case 2610,assign seriousness,Value 8,2011-04-27 15:22:08
Case 2610,take in charge ticket,Value 2,2011-04-28 13:08:01
Case 2610,take in charge ticket,Value 2,2011-04-28 13:08:43
Case 2610,wait,Value 9,2011-04-28 13:33:01
Case 2610,take in charge ticket,Value 2,2011-05-04 12:08:20
Case 2610,resolve ticket,Value 2,2011-05-04 12:08:29
Case 2610,closed,Value 5,2011-06-03 12:08:46
Case 2611,assign seriousness,Value 1,2013-08-02 09:47:32
Case 2611,take in charge ticket,Value 2,2013-08-07 13:23:41
Case 2611,wait,Value 4,2013-08-07 15:02:08
Case 2611,resolve ticket,Value 4,2013-08-20 06:51:20
Case 2611,closed,Value 3,2013-09-04 06:51:36
Case 2612,assign seriousness,Value 1,2012-04-12 07:51:53
Case 2612,take in charge ticket,Value 2,2012-04-13 13:22:17
Case 2612,wait,Value 2,2012-04-16 08:16:01
Case 2612,resolve ticket,Value 2,2012-04-24 12:36:37
Case 2612,closed,Value 5,2012-05-23 12:22:06
Case 2613,assign seriousness,Value 14,2013-09-17 12:22:11
Case 2613,take in charge ticket,Value 9,2013-09-30 15:42:50
Case 2613,wait,Value 9,2013-10-01 15:15:35
Case 2613,wait,Value 9,2013-10-11 08:37:10
Case 2613,wait,Value 9,2013-10-15 07:30:34
Case 2613,resolve ticket,Value 2,2013-10-18 12:36:54
Case 2613,resolve ticket,Value 2,2013-10-18 12:36:55
Case 2613,closed,Value 3,2013-11-02 13:37:07
Case 2614,assign seriousness,Value 13,2013-01-23 15:03:59
Case 2614,take in charge ticket,Value 2,2013-02-04 15:29:58
Case 2614,wait,Value 2,2013-02-08 13:58:41
Case 2614,resolve ticket,Value 2,2013-02-11 10:30:11
Case 2614,closed,Value 3,2013-02-26 10:30:26
Case 2615,assign seriousness,Value 1,2012-03-13 16:44:46
Case 2615,take in charge ticket,Value 13,2012-03-14 09:45:08
Case 2615,resolve ticket,Value 13,2012-03-22 10:24:03
Case 2615,closed,Value 5,2012-04-13 15:50:12
Case 2616,assign seriousness,Value 1,2013-04-17 07:29:31
Case 2616,wait,Value 1,2013-04-29 08:15:52
Case 2616,resolve ticket,Value 1,2013-05-03 10:17:48
Case 2616,closed,Value 3,2013-05-18 10:18:02
Case 2617,assign seriousness,Value 13,2012-05-18 08:25:23
Case 2617,take in charge ticket,Value 1,2012-06-08 13:48:21
Case 2617,resolve ticket,Value 13,2012-06-15 09:23:31
Case 2617,closed,Value 5,2012-06-30 09:23:52
Case 2618,assign seriousness,Value 4,2012-05-28 14:43:52
Case 2618,take in charge ticket,Value 9,2012-05-28 14:52:17
Case 2618,resolve ticket,Value 9,2012-05-28 14:53:21
Case 2618,closed,Value 5,2012-07-13 14:50:55
Case 2619,assign seriousness,Value 2,2010-03-17 13:29:20
Case 2619,take in charge ticket,Value 2,2010-03-17 13:29:28
Case 2619,wait,Value 2,2010-03-18 11:18:34
Case 2619,take in charge ticket,Value 2,2010-03-23 15:10:04
Case 2619,resolve ticket,Value 2,2010-03-23 15:10:09
Case 2619,closed,Value 5,2010-04-17 12:30:14
Case 262,assign seriousness,Value 1,2013-01-29 16:05:40
Case 262,take in charge ticket,Value 2,2013-02-05 11:55:30
Case 262,wait,Value 9,2013-02-06 09:11:35
Case 262,resolve ticket,Value 9,2013-02-12 17:06:06
Case 262,wait,Value 9,2013-02-12 17:06:51
Case 262,resolve ticket,Value 9,2013-02-18 11:02:06
Case 262,closed,Value 3,2013-03-05 11:02:19
Case 2620,assign seriousness,Value 14,2013-05-06 10:52:17
Case 2620,take in charge ticket,Value 2,2013-05-09 07:37:49
Case 2620,require upgrade,Value 4,2013-05-10 08:00:54
Case 2620,resolve ticket,Value 4,2013-05-30 15:06:55
Case 2620,closed,Value 3,2013-06-14 15:07:13
Case 2621,assign seriousness,Value 1,2011-10-06 15:59:17
Case 2621,take in charge ticket,Value 13,2011-10-07 09:19:12
Case 2621,wait,Value 13,2011-10-13 15:21:30
Case 2621,resolve ticket,Value 13,2011-11-16 09:26:40
Case 2621,closed,Value 5,2011-12-02 10:00:19
Case 2622,take in charge ticket,Value 1,2013-05-09 15:07:43
Case 2622,wait,Value 1,2013-05-09 15:11:45
Case 2622,resolve ticket,Value 1,2013-06-03 15:36:58
Case 2622,closed,Value 3,2013-06-18 15:37:19
Case 2623,assign seriousness,Value 1,2012-05-21 08:06:07
Case 2623,take in charge ticket,Value 1,2012-05-21 08:06:19
Case 2623,wait,Value 2,2012-05-28 08:11:51
Case 2623,take in charge ticket,Value 1,2012-06-05 07:32:04
Case 2623,wait,Value 1,2012-06-08 15:51:36
Case 2623,resolve ticket,Value 1,2012-06-26 10:28:20
Case 2623,closed,Value 5,2012-07-14 12:10:33
Case 2624,assign seriousness,Value 2,2010-04-21 15:25:43
Case 2624,assign seriousness,Value 2,2010-04-28 15:23:31
Case 2624,take in charge ticket,Value 2,2010-04-28 15:24:30
Case 2624,resolve ticket,Value 2,2010-05-10 07:59:14
Case 2624,closed,Value 5,2010-05-25 07:59:34
Case 2625,assign seriousness,Value 14,2013-05-22 10:14:47
Case 2625,take in charge ticket,Value 2,2013-06-06 07:54:46
Case 2625,resolve ticket,Value 4,2013-06-11 13:13:29
Case 2625,closed,Value 3,2013-06-26 13:13:52
Case 2626,assign seriousness,Value 1,2012-01-18 10:11:05
Case 2626,take in charge ticket,Value 9,2012-01-18 14:35:00
Case 2626,resolve ticket,Value 9,2012-01-19 10:05:08
Case 2626,closed,Value 5,2012-03-04 10:20:56
Case 2627,assign seriousness,Value 1,2011-12-20 14:16:22
Case 2627,take in charge ticket,Value 6,2011-12-21 07:49:32
Case 2627,resolve ticket,Value 16,2011-12-21 08:57:09
Case 2627,closed,Value 5,2012-02-02 14:20:25
Case 2628,assign seriousness,Value 1,2012-07-03 08:20:56
Case 2628,take in charge ticket,Value 9,2012-07-05 08:53:43
Case 2628,wait,Value 9,2012-07-09 12:30:30
Case 2628,resolve ticket,Value 9,2012-07-16 07:53:41
Case 2628,closed,Value 5,2012-09-01 08:13:41
Case 2629,assign seriousness,Value 2,2010-11-25 09:15:52
Case 2629,take in charge ticket,Value 2,2010-11-25 09:16:35
Case 2629,resolve ticket,Value 2,2010-11-25 13:59:37
Case 2629,closed,Value 5,2010-12-29 09:21:50
Case 263,assign seriousness,Value 1,2011-12-28 16:51:52
Case 263,take in charge ticket,Value 10,2011-12-29 10:16:43
Case 263,resolve ticket,Value 10,2011-12-30 08:01:38
Case 263,closed,Value 5,2012-01-28 17:01:45
Case 2630,assign seriousness,Value 2,2012-04-10 09:15:05
Case 2630,take in charge ticket,Value 2,2012-04-10 09:15:47
Case 2630,resolve ticket,Value 2,2012-04-11 10:39:36
Case 2630,closed,Value 5,2012-05-17 09:20:43
Case 2631,assign seriousness,Value 9,2013-08-06 13:09:52
Case 2631,take in charge ticket,Value 9,2013-08-21 11:02:59
Case 2631,wait,Value 9,2013-08-21 15:07:50
Case 2631,resolve ticket,Value 9,2013-08-22 07:27:16
Case 2631,closed,Value 3,2013-09-06 07:27:28
Case 2632,assign seriousness,Value 13,2011-04-14 14:55:28
Case 2632,take in charge ticket,Value 13,2011-04-15 07:31:29
Case 2632,resolve ticket,Value 13,2011-04-15 15:15:07
Case 2632,closed,Value 5,2011-05-17 15:00:20
Case 2633,assign seriousness,Value 14,2010-11-12 14:35:54
Case 2633,take in charge ticket,Value 14,2010-11-12 14:36:14
Case 2633,wait,Value 14,2010-11-19 10:50:09
Case 2633,take in charge ticket,Value 2,2010-11-25 09:08:56
Case 2633,resolve ticket,Value 2,2010-11-25 09:09:35
Case 2633,resolve ticket,Value 2,2010-11-25 09:09:36
Case 2633,closed,Value 5,2011-01-10 14:40:59
Case 2634,assign seriousness,Value 1,2012-08-02 14:58:56
Case 2634,take in charge ticket,Value 6,2012-08-03 07:17:57
Case 2634,resolve ticket,Value 6,2012-08-03 13:51:28
Case 2634,closed,Value 5,2012-09-08 15:02:51
Case 2635,assign seriousness,Value 2,2010-02-16 10:57:56
Case 2635,take in charge ticket,Value 2,2010-02-16 10:58:09
Case 2635,resolve ticket,Value 2,2010-02-16 10:58:17
Case 2635,closed,Value 5,2010-03-19 11:00:16
Case 2636,assign seriousness,Value 9,2010-07-28 15:18:53
Case 2636,assign seriousness,Value 2,2010-08-27 07:29:53
Case 2636,take in charge ticket,Value 15,2010-08-30 08:03:41
Case 2636,resolve ticket,Value 15,2010-09-03 09:04:51
Case 2636,closed,Value 5,2010-09-18 09:05:05
Case 2637,assign seriousness,Value 4,2012-03-13 07:59:04
Case 2637,take in charge ticket,Value 4,2012-03-13 07:59:32
Case 2637,resolve ticket,Value 4,2012-03-13 11:24:45
Case 2637,closed,Value 5,2012-04-25 16:00:33
Case 2638,assign seriousness,Value 2,2010-05-25 07:50:22
Case 2638,take in charge ticket,Value 2,2010-05-25 07:51:06
Case 2638,create sw anomaly,Value 2,2010-05-25 11:22:56
Case 2638,resolve ticket,Value 16,2010-06-03 10:43:20
Case 2638,closed,Value 5,2010-06-26 08:02:25
Case 2639,assign seriousness,Value 2,2010-06-28 09:40:43
Case 2639,take in charge ticket,Value 19,2010-07-28 08:56:12
Case 2639,resolve ticket,Value 19,2010-07-28 08:56:28
Case 2639,closed,Value 5,2010-08-12 08:56:49
Case 264,assign seriousness,Value 8,2011-03-09 13:27:13
Case 264,take in charge ticket,Value 6,2011-03-11 08:05:59
Case 264,resolve ticket,Value 6,2011-03-11 08:22:38
Case 264,closed,Value 5,2011-04-22 12:32:47
Case 2640,assign seriousness,Value 9,2011-08-19 10:33:10
Case 2640,take in charge ticket,Value 10,2011-08-31 10:42:46
Case 2640,resolve ticket,Value 10,2011-08-31 10:44:55
Case 2640,closed,Value 5,2011-10-02 10:41:06
Case 2641,assign seriousness,Value 1,2012-06-05 15:51:48
Case 2641,take in charge ticket,Value 2,2012-06-06 07:02:36
Case 2641,wait,Value 2,2012-06-18 13:40:17
Case 2641,resolve ticket,Value 2,2012-07-12 08:45:36
Case 2641,closed,Value 5,2012-07-27 08:45:52
Case 2642,assign seriousness,Value 1,2012-02-20 10:03:08
Case 2642,resolve ticket,Value 1,2012-02-20 10:32:31
Case 2642,closed,Value 5,2012-03-22 10:10:55
Case 2643,assign seriousness,Value 1,2013-01-08 11:47:57
Case 2643,resolve ticket,Value 2,2013-01-24 13:29:03
Case 2643,closed,Value 3,2013-02-08 13:29:19
Case 2644,take in charge ticket,Value 13,2011-12-29 13:37:05
Case 2644,resolve ticket,Value 13,2011-12-29 14:45:50
Case 2644,closed,Value 5,2012-01-31 13:40:29
Case 2645,assign seriousness,Value 8,2011-06-27 10:13:11
Case 2645,assign seriousness,Value 8,2011-06-27 10:13:33
Case 2645,take in charge ticket,Value 13,2011-07-01 10:36:40
Case 2645,resolve ticket,Value 13,2011-07-01 10:36:49
Case 2645,closed,Value 5,2011-08-10 10:20:24
Case 2646,assign seriousness,Value 8,2011-05-20 09:40:32
